Text,Reason,Label
file transfer should be more convenient,bad app to watch ipl,0
but i do hope that the free zoom can be lengthened to 1 hour or 1 and a half hour .,free zoom can be longer than 1 hour,1
the mobile app is good but windows is totally bad.,want to use app on lcd tv,0
"no toolbar on screen, no default sound, dumb prog, ran wild",app is not working on android tv,0
but i can not edit my profile,want to register for online lessons,0
no button to possibly adjust it.,unable to watch movies after update,0
zoom does not update me anymore,app crashes every 10 minutes,0
no romanian subtitles available.,unable to record video,0
i can not find the background settings when i update it,disney+ is cheaper than netflix,0
re: mobile.really terrible design that launches you into meetings without giving you a preview of yourself which has caused me to suddenly enter a meeting with video and audio on in the past.,want to get preview before joining meeting,1
zoom is the best app for chating with friends and zoom is very good during corana it rlly helps to connect and chat with the people who you can not vist or they can not vist,want to change image,0
guess it is time to find a new sports app.,app keeps hanging,0
registration was very complicated for me,registration process is complicated,1
can not set photos,want to add photo,1
loading time takes forever.,loading time takes forever,1
good platform to connects the world.,regestration freezes out,0
and i have to restart my phone every time.,have to restart phone due to issues in app,1
i can not talk in class,tablet version has limited features,0
there is no ukrainian flag in emoji,want 144p video quality option,0
will not connect to my outlook contact addresses which is a pain.,want to connect to outlook email,1
i am unable to login to my zoom id even when i have logged into my gmail account,video keeps playing in background after exiting the app,0
i have a problem with subtitles when streaming on chromecast.,want to mirror audio and video,0
my zoom dp can not change so anything folt in this aap,unable to do screen mirror hulu on roku devices,0
needs more personalization options.,want personalization options,1
fix password error and invalid id,want to fix password error and invalid id issues,1
it keeps loading although my network is stable.,unable to access account through the app,0
very practical and easy to use,want to use zoom on cell phone,0
good for business promotional,good quality of meetings,0
the video is faulty and it is difficult to use.,hard to use video,1
please add blurred background on android devices,want to add blurred virtual background option for android,1
but it is not my connection because no other app on my phone fails,unable to connect to internet,1
the presenting is very much delayed,want to enter card information,0
"it is impossible to remove the background on the phone, but on the pc what is possible!?",good for online tasks,0
the audio is cut off.,want to create an account,0
how to sign in to gmail account without password,unable to use picture in picture mode after latest update,0
for now two stars especially the issue where you cannot pin a video when there is sharing in the screen i hope you will fix it,app crashing during ipl stream,0
the interface (especially with regards to user controls) is hard to navigate.,interface is hard to navigate,1
may i ask how to send pictures in messenges?,want to send pictures in messages,1
i was thinking maybe you could add a profile picture option for group chats as well,want to add profile picture for groups,1
"but there is no ""zoom"" the video in zoom app.",unable to keep track of episodes,0
this is a really good family app,want to get virtual background option and unable to join meetings,0
i can not download emoji's.,app uses too much data in 20 minutes,0
when connecting through bluetooth it takes time for the conversation to travel,connecting through bluetooth is time consuming,1
i can not update this app,want to enter breakout room,0
"it is slow to download, and it crashes many times.",want to hear audio with bluetooth speaker,0
wifi does not work either,facing issues with downloads,0
"could have given 5 star but for few minor glitches - some devices are unable to use background blurring and sometimes, quite difficult to join some meetings.",want to schedule a meeting through mobile and facing audio issues,0
this is a very helpful app for my online classes but it so lag and so much time taken for connection,joining classes is time consuming,1
"when using this application, the device is very hot.",facing device heating issue,1
not playing videos after subscription. do not purchase the subscription,password is not working,0
i can not chat with my friends because i can not find the contact request button!,want to chat with friends,1
add arabic to the application,want to chat,0
a large delay when demonstrating a computer window from a 4k display to an ipad.,facing delay when demonstrating computer window from 4k display to ipad,1
i can not write where i want,want to connect to zoom,0
but it no longer works with my ipad.,want to turn off two step authentication,0
he will not let me put funds on my cell phone,image quality needs improvement,0
i can not register and unmute the conference,want to unmute the conference,1
a wonderful application that helps you out when communicating with friends from different countries.,want to insert display picture,0
"this needs to be changed so many other apps have largely the same settings computer to android (with some differences because of device limitations), not being able to use stereo audio is not a device limitation, so tell me why is not stereo audio an option on android if it is not a device",camera quality is good,0
i will not say this app is boring but ads are annoying,ads are annoying,1
the app is very good and the call quality is extremely good.,want to share zoom conferences,0
helpful to connect with classmates and co-workers,want to update backgrounds,0
lack of good movies.,poor quality of movies,1
on tv the app is painfully slow and very glitchy.,want to hear audio through speaker,0
"since i updated, i can not enter some links.",gameplay and controls are bad,0
this how my class meeting is ended up and i can not connect for a single nano second in the class and with the new update this app has fallen down.,want to complete all the missions,0
"now, camera is instantly turned off when you put zoom on background.",camera turns off when the app is kept on background,1
lots of great shows and movies to stream.,unable to put background image on phone,0
while watching movies via streaming the video is jittery and the frame rate lags even though i have good internet connection.,want to start application,0
why can not i register with iphone 7,want to add sharing options,0
same ad is shown over and over again while watching live matches.,getting frequent ads during live matches,1
the application does not open.,unable to use app,1
"the application is missing backgrounds, this is very bad.",want to login with data,0
"i mainly use it for yoga lessons, but i can no longer turn off the center camera in the control center, and i can not capture the entire pose.",lost audio and video,0
accidentally disabled email authentication in the settings.,unable to open app with wifi,0
this app is best for online class conducted by school .,mobile and tablet app needs improvement,0
more options than netflix,better than netflix,1
it is good but you need to improve it and add some more options like photo sharing,audio and video quality is good,0
not able to receive virtual call with physician office without connection issues!,want to receive virtual call,1
i can not turn on the camera,want to mute background noise,0
too long why.my updat is taking me too long please chich it,unable to delete message in zoom chat,0
good app of my experience but server problems,worst app for streaming,0
i just keep getting error codes.,unable to download,0
it is great how i create a page for a meeting room,video keeps getting stuck while playing,0
i love just i wish they would add more animes,want to hear audio on tv after plugging in ios devices into hdmi adapter,0
i have the disney+ bundle and can never log into the espn + app when i want to watch something,unable to login to espn+,1
does not have some obvious features like auto switch between devices.,want to blur the background,0
i need it to be faster to download the application x procedures that i have to do,want the app to be faster,1
i wrote a review and it was deleted.,want to know why the review was deleted,1
i can not connect to my meeting.,want to connect to meetings,1
i need to reduce the size of the app because the current 15 gb device contains 16gb erase all unnecessary apps then many memories can not be deleted,want to reduce the size of app,1
you can not log in to your google account without a browser,want to login without browser,1
please provide pip on ipad,unable to offline videos without internet,0
should add a feature to delete messages and the room owner can set a sign for each member,want to delete messages,1
would be amazing if the app worked on the television.,want to view background,0
"as of the time i posted this, options to speed up the recordings, were the only available options; none to slow down the recording.",conference is crashing,0
these notifications are ridiculous and do not honor their own settings (they send notifications that i turned off anyway).,getting notifications even after turning it off,1
i can no longer pass classes,want to pass classes,1
zoom freezes the image and sounds that cannot be seen and heard at unexpected times.,want to rename name in zoom settings,0
i adjust my volume,want volume adjust feature,1
the app is too slow.,video conferencing breaks too well,0
"it is really annoying that zoom still auto-rotates the meeting ui, even though my tablet's auto-rotate setting is turned off.",app auto rotates in meeting even after disabling auto rotate feature,1
"when the host is watching a screen-shared video, when entering the gallery view from the mobile version, it is inconvenient to hear the sound of the shared video.",want to remove watermarks,0
updating app gone wrong.,updating app gone wrong,1
"but in this app i can not put any background like flowers , cute pictures, so i gave 4 stars .",better than cable,0
i can not connect from my cell phone.,unable to hear audio after update,0
it is good but only for pcs and laptops,app always has issues with login,0
"horrible, you do not have an icon to transmit screen (mirror),, horrible the application for that",want to transmit mirror screen,1
what i did not like is the mobile audio was not heard in my meeting,want to use ukrainian language,0
the app is always loading but it does not start.,gameplay and controls are bad,0
please fix the hulu app for android devices,want to know how many people are listening the foreign language,0
my only problem is sometimes i get kicked off during peak hours of use when using the hotspot with my laptop,want data saver option,0
"sometimes, the video does not work either.",want to play because cell is locked,0
some features are missing,want to register for online lessons,0
this is amazing but try to keep the mic off when we log on to the meeting,want to leave class,0
I would also love to be able to control remote screen from the ipad.,want to remote control screen from ipad,1
"poor connection of both video and audio, inconvenience of use, can not register normally, constant crashes and freezes.",app crashes frequently and facing network connection issues,1
in my phone i am not getting background features,unable to put background image on phone,1
this app does not have service support,app does not have service,1
i look forward to zoom to have the same filter on instagram,want filters from instagram,1
i am not able to join with my data.,iphone has better battery performance,0
the link could not be written.,app has buffering issue,0
"whenever i try it i get a connection error, and i check",getting connection error issue,1
it worked at the beginning but now it will not let me watch my show,app locks up,0
zoom is an excellent meeting app.,good app for conducting online meeting,1
it takes too long to get updated!,want to hear audio through speaker,0
I am trying to film my youtube video and it will not let me go on there,want to improve on high-end equipment,0
i faced this problem: there is no sound when sharing the screen.,unable to use picture in picture mode on android,0
"after updating, i can no longer use hulu.",unable to use hulu after update,1
i am not able to get video,want to access video,1
you do not have the possibility to add a wallpaper to the free version,screen rotation should not be automatic,0
no sound is possible without switching on the microphone.,video keeps stuttering,0
login is not recommended for 1 star,login is not recommended for 1 star,1
"please help, horizontal and vertical stripes appeared on the computer, they remain after the reboot, i do not know how to remove, there is nothing in the settings",want to remove horizontal and vertical stripes,1
supposedly my profile pin is incorrect.,want to delete sms,0
makes the app unusable.,want to play video while zooming,0
he will not let me put filters,want mir card payment option,0
does not allow me to change payment method.,unable to change payment method,1
"call quality is outstanding, a big thank you to the developers",want to connect with others through zoom,0
it does not have dark mode,want to zoom out to use other apps,0
and i cannot enable the original voice,want to confirm account,0
the version for android can be improved.,want to log in and sign up for membership,0
it would be nice if more users can be seen on the screen at once.,unable to register in zoom,0
always has loading problems,language is not understandable,0
only problem. wish we could isolate each speaker in the break out room.,unable to offline videos without internet,0
so many buffering issues kindly update,app has buffering issue after the update,1
my 1 year subscription amount is wasted.,total subscription amount is wasted,1
it would be nice if more users can be seen on the screen at once.,want to connect to camera,0
my app server goes down when i try to join my class.,want to modify subtitles,0
the app in my laptop keeps muting itself and it becomes so irritating in daily meetings.,iphone has connectivity issues,0
the audio is cut off.,reinstalled the app multiple times due to frequent issues,0
i can not play video while having zoom meeting fix this today is this what you call security enhancement,app performance needs improvement,0
i cannot boot into the disney plus app.,good for getting together without physical contact,0
they charge you a monthly fee,good for communication with people in other countries,0
the new icon menu does not let me access the text box.,want to access text box,1
subtitles for movies that are cast on chromecast are so small that they can not be adjusted!,getting error code frequently,0
please add new feauters in this app.,want to connect to voice,0
how to turn on the sound?,want to cancel payment,0
will not let me sign up.,update is taking too long,0
there are no spider-man movies,want to input date of birth,0
i can not join my zoom meeting please check my problem,enable virtual background in redmi note 9,0
"every time you go to the meeting or every time you learn online, you need to enter your password again.",user has to enter password multiple times,1
it is great that you can watch your movies right from your phone.,want to control audio from app,0
"since the last update, the app no longer works.",want to change two factor authentication settings and authenticator app,0
unable to share link,want to share link,1
it does not allow to enter the meeting .,want to enter maximum number of people,0
i am not able to set the background of my video,want to use chat background,0
"even if i set the speaker volume to low, it sounds too high",unable to connect on mobile network,0
but i never found the microphone button.,want to remove profile picture,0
why is the app not functioning in uae?,want to connect sound to bugles via bluetooth,0
"hello,
disney+ must also be installed on chromecast",unable to use disney on chromecast,1
it is in german - how can i switch to dutch or english please ?,good for digital management,0
verstile app for learning and for social meetings,file transfer should be more convenient,0
"i can not change the avatar, I have already reinstalled it and went in another way, i can not change the avatar in any way, i chose the photo and clicked save and not what.",want to add profile picture for groups,0
"please fix the audio ,not working during classes unable to unmute",good for downloading movies for offline,0
good apps for study and conference,want to use artificial background feature,0
"the whole point of downloading is to watch offline, but the app wants you to be connected.",unable to offline videos without internet,1
it is really hard to get into meetings on laptop because it is having you go back in fourth to google and the app.,want to join meetings on time,0
i do not understand what the point of this app is when you can not even click the sign in button smh,want to click sign in button,1
good reception and good image quality,want to switch to another streaming service,0
unable to upload file attachments in chat.,want to translate a language,0
no using phone always get me discobnected,subtitles on chromecast are small,0
it seems certain features have not appeared in the mobile version of zoom.,want to create breakroom video using photo and video,0
i want to change my 2fa settings and authenticator app,breakout rooms are good,0
you can not turn on the phone,want to delete sms,0
internet connection is not working when i open this app for a meeting .,internet connection is not working,1
"the screen is clear and the sound is heard very well, and i am using it very well.",audio and video quality is good,1
i can not open background,prices are high,0
i do not know how to enter a zoom meeting.,best entertainment platform,0
your data is not safe on this app.,android app does not allow direct screen sharing of video,0
can not turn off two step authentication.,want to create breakroom video using photo and video,0
i hate how the screen goes black or flickers.,want to change background on iphone,0
but i have one problem only i can not send messages to my friends,want to send messages to friends,1
zoom app is not opening in iphone 7 plus.,cloud zoom apps are good when it comes to following remote programs,0
the sound is bad.,unable to play cricket highlights,0
"in addition, it is very affordable.",good for students and office workers,0
i want to watch the games,want to extend meeting timelimit,0
the playback controls are unresponsive.,want screen brightness adjust option,0
"the app was running perfectly until recently, but recently I am always getting error code 39.",unable to open app on pixel device,0
i have a problem with my moto g20.,disconnecting mic calls is not working,0
i can not access it from my tablet,want to access tablet,1
content playing in moto g71 is jittery and lagging.,card is not connected to professional plan,0
excellent medium for conferences and classes.,want to turn off two step authentication,0
it does not have dark mode,app is bad for children,0
too long why.my updat is taking me too long please chich it,want to register and want ukrainian language support,0
i found a problem it sometimes would not work password,want to configure anything,0
"the android version is not the same, it requires an update when the latest one is downloaded!",android version is not the same,1
updating app gone wrong.,unable to use hulu on phone,0
i have major problem with buffering of this app,want to turn on self video,0
"split screen while conversing: if you change zoom from split screen to full screen, you might lose all audio control.",want to find polls in certain devices,0
please allow me to change the wallpaper,app is not working on wifi,0
"the best app for video calls and online meetings, much better and easier than google meet, quite good for meetings at work and online classes",controls become more complex,0
"it does not load all the episodes like its supposed to .it was working perfectly a week ago, but after the update it messed it up badly.",unable to see past episodes after update,1
"(it goes off the air or completely throws it out of the application) - the screen splitting does not work correctly, so it is impossible to connect sound operation with the application is carried out on a samsung tab s7 tablet with keyboard connection support.",want to use virtual background,0
of course you need to connect to google,easy to login,0
i have not been able to log in from my cell phone for some time.,app keeps downloading emoji package,0
it would be nice if more users can be seen on the screen at once.,want to view more participants on one screen,1
getting too many notifications.,getting too many notifications,1
perfect for educational purposes only. .,educational uses only,1
i had not visited hulu for a while on my ipad.,video views are limited,0
"every time i exit the app, i log out and it is very annoying to have to log in every time i open it.",have to login every time after exiting the app,1
"every time i open the app, it is stuck",communication was constantly interrupted,0
this app does not show background,unable to see virtual background,1
host functionality is very glitchy on tablet or phone.,want to install app in mobile,0
best platform for entertainment,want to contact in settings,0
worst app. can not take email,invitees are unable to join meeting,0
a great app to check on games and team stats,communication was constantly interrupted,0
the app keeps saying something went wrong.,latest update is good,0
my dvr shows do not load.,want to send messages to friends,0
the app is not working at all.in my oneplus 6,app is not working on one plus device,1
always delays in uploading cook with comali,want expression icons on app,0
"on my ipad, i can not see the host's screenshare when i minimise my meeting.",want to view screen share when minimized,1
the app is too slow.,getting frequent update notifications,0
"after the last update, the app no longer works",want to control features after update,0
"sometimes the host voice gets a little fuzzy, and come off the screen.",host voice gets fuzzy,1
not being able to join meetings on time because of the glitches,app hangs up automatically,0
best quality from all streaming platforms,unable to update app,0
i do not know how to get a picture,google meet is better,0
it is easy to use without having to memorize how to use kuji.,need to test before update,0
i forgot how to create a link,want to change background image,0
i can easily log in to my account but not on my tablet idk why i tried to login it,good for visiting loved ones,0
it progress at the service of our professional and personal projects,poor quality of movies,0
this app does not work well on tv,unable to use app on the tv,1
"please fix the audio ,not working during classes unable to unmute",want to customize vertual background,0
only concern which i observed is that one cannot login on multiple devices with the same paid account which should be fixed.,want to hold a fight,0
very useful when dealing with people.,want to add a section to add notes,0
i can not put a photo on my avatar,want to put photo on avatar,1
a very helpful and tasteful application in business and private life,good for personal and business management,1
"on my ipad, i can not see the host's screenshare when i minimise my meeting.",want to mute other people,0
"i lost access to my organizer account, the pro plan.",lost access to organizer account,1
bad quality and connection,conference did not work,0
there is no way to organize session rooms on the ipad.,receiving not eligible for zoom message,0
it take high speed network.very bad app,unable to change payment method,0
your data is not safe on this app.,want to enable co-host,0
mirror mode is horrible,mirror mode is horrible,1
i have subscribed but i am not happy with hotstar experience,app has glitches,0
espn+ is a waste of time.,have to restart the app frequently due to issues,0
"it is only working on mobile data , it is not working on wifi",sound stopped working,0
now it is a download problem.,facing issues with downloads,1
nice app audio quality is also nice,want to record on phone,0
"this new zoom app is so so annoying,always downloading emoji every time i launch it",desktop version update is not good,0
amar down load high na,net work quality is bad,0
why can not you hear me without headphones during a conference,want to hear audio without headphones,1
unable to download updates,want to cancel subscription,0
but i can not register as a student,want to register as a student,1
very lag not able to do classes or meetings,meeting gets disconnected,0
add virtual green screen on android please,want to complete all the missions,0
i can never participate in our church's conference call bible study or morning service.,want to recover objects without coming to the surface,0
how can you add a comment or well wishes?,want to change background during video call,0
host video is not available,uninstalling the application did not fix anything,0
but actually it is my favorite app for a entertainment purpose.,good for business chat,0
"i can not see the slides properly, when i rotate my mobile.",facial recognition is good,0
disable mic in the settings but still feel switched on without pressing the mic,ipad pro version needs microphone access,0
great way to meet long distance people,translation from russian to english is zero,0
it is too slow to open,app is slow while opening,1
I am going into zoom you background to open my exam and my camera switches off automatically.,updating the app did not solve the issue,0
disappointing even makes me unable to go to college!,audio is choppy,0
the app sucks to many #s and passcode,app has improved,0
"and for ipad, you can not sign in with apple",good for video conferencing,0
very good app and easy to use kids cloud meating,getting frequent ads during live matches,0
this app is not working in qatar..,want to exchange cards,0
it lags a lot especially during live match.,app stops updating after getting to a 93%,0
"my volume button do not able to silent my phone, what a bad app",want support for windows 11,0
help me install my zoom cloud meeting,want to login using qr code,0
"poorly made, bad quality, i hate school",want to delete account,0
* and it is the one i use for everything but the sharing function is very limited and difficult i cannot share videos or the sound of the ipad among other things like on computers,app is not loading,0
"i see an approval error, but what is the problem?",unable to login into hulu,0
the names of the group members change places.,want to start zoom without app,0
you can provide subtitles,want to add subtitles option,1
"the app is very good, the only thing i do not know is why they do not allow you to put virtual funds on android phones",want to put virtual funds on android,1
suggestion can you also add an option where we can change or blur background in all android phones?,unable to use subtitles on chromecast,0
why remove pip mode?,want to join imported class,0
but it takes so much battery and net,app has good connection,0
i can not play because my cell is locked,want to play because cell is locked,1
the app automatically stops updating after getting to a 93%,want notifications for updates,0
mic does not turn off after call is done.,mic does not turn off after call is done,1
best app for children,want to update profile picture,0
good for meetings and bible study,not perfect for online classes,0
what is up with our not being compatible with a blue tooth speaker?,want to use blue tooth speaker,1
the app sucks to many #s and passcode,unable to charge on cell phone,0
required upgrade to version 5.10 is not working and does not work as of yesterday,app is slow with high speed internet,0
the zoom is limited with time and it is very disruptive,unable to login on app,0
"it is been 2 days, why is the zoom not working?",unable to login on tv,0
this app is good to watch highlight matches,unable to sign up,0
"since i updated, i can not enter some links.",unable to mirror screen,0
this is a very nice app for interview & meeting.,want to access settings after joining meeting,0
zoom is comparatively good in terms of ui and features.,good app for conducting online meetings and screen sharing,0
"it hangs terribly, the phone discharges very quickly and overheats in a couple of minutes!",battery cosnumption is high and app freezes,1
it is a good app but background and flitters are not working for 2gb smart phones,good app to download videos,0
but i can not join my imported class,want to put money on cell phone,0
"everything lags, it is impossible to enter the system",want to enter the system,1
I am not able to download the app on my android.,want one month free subscription,0
it would be interesting to be able to create a scheduled meeting,does not swing even if there is 1gb of space,0
i have to sign up and pay for some other stupid tv provider.,want to enable original voice,0
but whenever teacher screen share sometimes it is blackscreen,want to view shared screen,1
the app crashes when you try to open it,want to use zoom on ipad,0
"i do not like that you can not copy and paste the password from text, on the computer; it does not allow you to paste it",want to copy and paste password,1
I am watching a series there is no way to go back to the first episode,unable to navigate through different episodes,1
i can not watch my online classes .,want to watch online classes,1
i love this app because you can connect meetings and take care of other things,good for community connections,0
"stupid, the interface is not clear!!",want to reinstall,0
"I am trying to find zoom meetings to join, ridiculous, can not find any.",want to find zoom meetup,1
video resolution is low .,good for emoji filters,0
file/attachment sharing in chat unavailable under android,want one month free subscription,0
but there is no option of making quality good or bad,no option of making quality good or bad,1
I have uninstalled and reinstalled twice to no avail.,want to connect to meetings,0
zoom will not let me create sections and also will not let me start or subscribe,want to meet friends,0
why now activate the original sound without being filtered can not be loud yes party zoom?,want to hear audio without filtering,1
why are the commercials so loud.,want to watch movies,0
hangs and crashes when trying to start a conference,want to start a conference,1
cloud zoom apps are very helpful when it comes to youdating to follow remote programs.,good for app management,0
"when i type my number in that zoom asks for, it tells me my number is incorrect.",want to pin vdo on top screen,0
"so far, we have not added the ability to log in using qr code, as a result, one laptop and five different accounts, there is no quick change of account",want to login using qr code,1
i cannot boot into the disney plus app.,unable to connect to disney+,1
the interface (especially with regards to user controls) is hard to navigate.,app does not work on samsung devices,0
wonderful as it can connect me to distant places and globally,want to activate airplay and screen mirroring devices,0
this is a good app for live match and movies.,good for watching live matches and movies,1
"can not use zoom app in android tv, please devlope it for android tv",want to get blur option,0
translation from english to russian is zero.,want to update zoom cloud meetings,0
i can not register tomorrow online lessons what to do?,want to register for online lessons,1
"when using this application, the device is very hot.",want to switch audio to stereo,0
there need to be an option to disable chat popups,unable to turn off subtitles,0
"mediocre app, dumbed down video meetings for the masses with clumsy interface, significant lack of features and expensive for anything above the really crude basic entry level.",want to switch to another device,0
it is very useful to children's in lock down time,want to activate audio,0
"on android cell phone, apparently you can not make rooms for small groups, the option does not appear",want to make rooms for small groups,1
"hello,
disney+ must also be installed on chromecast",getting ads in middle of the movies,0
i can not reactivate my account.,reverse camera needs improvement,0
constant crashes and problems,accidents and problems,1
why am i not able to receive videos shared to me?,app keeps closing automatically while streaming,0
can not sign in to company domain anymore after update,want to login to company domain,1
you can not register on zoom,unable to register in zoom,1
"unfortunately, i have to rate the app poorly because it simply does not work.",app is poorly made,0
"i lost access to my organizer account, the pro plan.",want to control audio from app,0
i can not download any movies .,hulu subscription is expensive,0
i can not take part in any class on my iphone and my ipad too.,want to change mic setting while drawing,0
espn+ is a waste of time.,want to save recordings locally,0
"another ""brilliant"" development of russian programmers so that both students and teachers break their brains as if everything worked for everyone",poor performance in online class meetings,0
how can we cancel emoji package downloading?,want to write messages,0
it sucks that android users can not upload backgrounds,good for creating a meeting room,0
its latest version is the best!,invitees are unable to join meeting,0
subtitles for movies that are cast on chromecast are so small that they can not be adjusted!,want to download files,0
why could not i do a device check??,customer service is good,0
"please my play store is not updating app any longer, please help",host functionality has glitches on tablet or phone,0
the application throws me out of my class every now and then,app subscription is not worthy,0
"the app is very good, the only thing i do not know is why they do not allow you to put virtual funds on android phones",good for entertainment,0
"many times the sound is not activated in the meeting, please correct it",want to hear audio during meeting,1
it is rather annoying because when you want to attend a meeting it just comes up that the app needs updating.,want to use multilaser tablet,0
when you share screen in ipad your camera will shut down,phone battery is not starting,0
login is not recommended for 1 star,customer service is expensive,0
why can not i check in with my daughter will be remote and will be held in zoom correct,good for virtual meetings,0
"when i went to a distance learning lesson, conferences always crashed and did not work",want to stream meeting to apple tv,0
i can not join my class right now.,want to stop calls,0
because virtual baground is not working properly,virtual baground is not working,1
it does not work properly on multilaser tablet!,android version is not the same,0
why is the app not running on my samsung tv.,app performance is bad,0
where is the sound button?,want to use sound button,1
very annoying not being able to get a full screen view.,app is slow and buffers a lot,0
"like , i was not able to join few class and it used to show ""connecting"" the whole time, and recently, even if i used to unmute and say something, no one was able to hear my voice and because of this problem i was irritated as hel as i was not able to answer a lot of questions from the teacher even if i knew!",want to communicate with teacher,1
i figured out how to replace my avatar with a picture when my video is off,want to open camera,0
I am going into zoom you background to open my exam and my camera switches off automatically.,unable to play video after taking subscription,0
but when my mother is teaching her children so i cannot get the laptop's charger.,want to have a conversation without a second line,0
"the app is terrible, although it has most of the things that i like to watch, but it does not matter if it does not work properly.",files are being sent slowly,0
i am unable to stream live matches or any other sports related content.,want ukraine flag in emoticons,0
the app logs me out everytime it updates.,converting split screen to full screen will lose audio control,0
in iphone it far better battery performance..!!,want spiderman movies,0
it would be awesome if you implemented native picture in picture mode for video calls so we can minimize the app while keeping a call on the screen,want native picture mode for video calls,1
i want arabic subtitles,security features are not high,0
the volume control is not working.,volume control is not working,1
"they have just set up a very annoying update with a terrible sound every time i tap on mute/unmute micro, and there is no way to disable that.",latest update is bad with audio issues,1
"also, for the life of me, can not seem to find a way to add different backgrounds.",want to put controls at bottom of screen,0
this app does not work on the samsung tablet anymore.,app does not work on samsung devices,1
i can not see the participant menu at the same time as the main menu.,want to add comment or well wishes,0
layout for android tablet is very bad.,turn camera and microphone off as a default,0
every time i open the app it freezes,app freezes automatically,1
this app is good but it glitches a lot please improve,story mode is bad,0
it is really hard to get into meetings on laptop because it is having you go back in fourth to google and the app.,want to connect to meetings on laptop,1
i can not subscribe from the app.,want to change the language,0
it no longer works on android or fire stick tv!,unable to use on android or fire stick,1
it can not connect even with high speed net,want to connect to high speed net,1
the application works shockingly badly,app has many errors,1
i can not launch zoom directly by taping to a link on my device.,want to launch zoom without taping to a link,1
i am not able to download this app,want to download the app,1
it is good but only for pcs and laptops,app freezes automatically and closes,0
i routinely have to force close the app to make it work properly.,have to restart the app frequently due to issues,1
"can not use zoom app in android tv, please devlope it for android tv",want to use zoom app on android tv,1
why can not i sign up for the program!,want to sign up for the program,1
"dear zoom developers, make it possible to change icons on 7 iphones",want to change icons on iphone,1
it takes forever to download the app.,screen freezes on iphone,0
it does not connect me with people to play minecraft does not work!,facing issues after latest update,0
the application crashes a lot and i can not understand my meetings and also it takes a long time to let the meeting in please fix it,app crashes during meetings,1
"lots of features, but chat boxes keep blocking the presentation",chat boxes are blocking the presentation,1
"- can not easily change name once in a meeting
- chat does not save to beginning of call -- so if things are typed into chat a few minutes into the call, it has to be retyped when late attendees arrive.",want to enter alphabets,0
"poor performance, and always updating even in online class meetings,",app requires high speed internet,0
my zoom will not even load.,want to connect from android,0
suitable for family and class gatherings,good for family and class gatherings,1
can not get it to pair with hearing aids.,want to put virtual funds on android,0
is this app good for watching live?,want to change settings like background picture,0
i hope to increase the double speed playback function,want to join meeting rooms,0
"i love zoom, but for the better, i think zoom should be for users to use on multiple devices.",want to use one account on multiple devices,1
quick simple to set up and value for money,internet is slow,0
the only thing i feel could be improved is to have the passcode imported/populate automatically if the meeting is joined via a link.,ads are annoying,0
cannot turn on the fingerprint.,want to turn on fingerprint,1
but in android phone there is not available record option.,want to record a meeting,0
i paid the subscription but it does not work!,want to connect from phone,0
too many error codes.,want to download the app from google play store,0
can not use the artificial background feature!,unable to install hotstar,0
i have the app installed on my tv,want to transmit mirror screen,0
very good application and very practical for monitoring remote meetings,audio missing from meeting,0
speakers cannot be connected via bluetooth,want to record on phone,0
"you can not completely remove the conference sound, sometimes it is very disturbing,",want to remove conference sound,1
the only thing i feel could be improved is to have the passcode imported/populate automatically if the meeting is joined via a link.,want to blur the background,0
how can we cancel emoji package downloading?,good option for contacting relatives,0
i can play the current episode but can not look at all episodes.,unable to view past videos,1
"the app is great and useful but could you add a feature where you can mute someone but for the other participants they can still hear that person, it would be very useful if it was added",want screen to be mirrored,0
because of this you can not hear the voice.,app does not work on samsung devices,0
"bad sound despite ""fiber"" connection",want to set profile,0
where is the rest of the second season of the owl house?,want to know the status of the owl house season two,1
it keeps loading although my network is stable.,want to share audio via bluetooth,0
you should like the option that you can put wallpaper on cell phone,want to set wallpaper on mobile,1
why hotstar is not working?,screen becomes black except for the little man icon in center,0
always emoji package is downloading and emoji package is consuming a lot of data.,want to lock a breakout room from inside,0
have to restart my device everytime,video conferencing breaks too well,0
this is an amazing app for online classes!but,good app for conducting online classes,1
very easy to create meeting links,easy to create meeting links,1
"on ipad member video views are very limited, and got very limited features.",data is not safe,0
it automatically gets sign out and i have to sign in again and again 3),good for remote conferences,0
it is just taking a lot of time to connect to meetings,facing issues after downloading percentage reaches 100,0
"i am having problems finding my recording after i recorded a zoom meeting on my samsung tablet, please help me",want to find recordings,1
i could not install this app on my phone!,camera turns off when the app is kept on background,0
very low quality meeting app.,want to play video while zooming,0
but i can not pick profile.,unable to start on ios,0
you can not log in to your google account without a browser,video keeps pausing automatically,0
so this app is horrible because people hack into it,app security needs improvement,1
i am not able to share whiteboard from iphone.,video sound is low,0
"it does not load all the episodes like its supposed to .it was working perfectly a week ago, but after the update it messed it up badly.",want to play video while zooming,0
the sound went out and the video froze.,app freezes when signing in with google,0
"pretty good, but the video player sucks",controls become more complex,0
i love to see smiling faces and continue building relationships through zoom!,sound stopped working,0
otp is not received,unable to receive otp,1
on lenovo p11 pro android tablet it is impossible to start the web cam.,online classes are bad,0
internet connectivity is poor.,unable to use on s22 ultra,0
"when a link is sent, it does not let you click and follow it.",want to click on link,1
lag in audio or distortion while someone is myself or someone is speaking.,audio is distorted while someone is speaking,1
but i can not pick profile.,do not like the black screen,0
